"district","neighborhood","year","hea_fac_health","hea_fac_welfare","hea_good","hea_impairment","hea_psych","hea_control","hea_smoke","hea_overweight","hea_lonely"
"N Noord","Buiksloterdijk Oost",2020,2,1,81,12,4,8,15,43,7
"N Noord","Buiksloterdijk West",2015,4,2,84,10,4,6,18,42,7
"N Noord","Buiksloterdijk West",2016,3,1,83,9,4,6,17,41,6
"N Noord","Buiksloterdijk West",2017,0,0,81,7,3,5,15,38,5
"N Noord","Buiksloterdijk West",2018,4,1,83,9,4,6,17,41,6
"N Noord","Buiksloterdijk West",2019,4,1,83,9,4,6,17,41,6
"N Noord","Buiksloterdijk West",2020,0,0,80,6,3,4,15,38,4
"N Noord","Buiksloterham",2015,0,5,78,6,7,8,33,31,13
"N Noord","Buiksloterham",2016,2,7,81,8,8,9,35,34,15
"N Noord","Buiksloterham",2017,0,6,80,7,7,8,34,32,14
"N Noord","Buiksloterham",2018,3,8,82,9,8,9,36,35,15
"N Noord","Buiksloterham",2019,2,7,81,8,8,9,35,34,15
"N Noord","Buiksloterham",2020,5,9,83,10,9,10,36,36,16
"N Noord","Buikslotermeer Noord",2015,9,3,72,18,9,12,26,46,15
"N Noord","Buikslotermeer Noord",2016,9,3,72,18,9,12,26,46,15
"N Noord","Buikslotermeer Noord",2017,5,1,69,16,8,11,24,43,13
"N Noord","Buikslotermeer Noord",2018,6,2,70,17,8,11,25,44,14
"N Noord","Buikslotermeer Noord",2019,8,2,71,17,9,12,25,45,15
"N Noord","Buikslotermeer Noord",2020,9,3,72,18,9,12,26,46,15
"N Noord","Buikslotermeerplein",2015,6,3,63,33,10,18,25,51,16
"N Noord","Buikslotermeerplein",2016,4,2,62,32,10,17,24,50,15
"N Noord","Buikslotermeerplein",2017,0,0,59,29,9,15,22,46,13
"N Noord","Buikslotermeerplein",2018,0,0,58,29,8,15,21,46,13
"N Noord","Buikslotermeerplein",2019,7,4,64,34,11,18,26,52,16
"N Noord","Buikslotermeerplein",2020,4,2,62,32,10,17,24,50,15
"N Noord","Circus/Kermisbuurt",2015,3,1,75,15,8,11,27,51,12
"N Noord","Circus/Kermisbuurt",2016,3,1,75,15,8,11,27,51,12
"N Noord","Circus/Kermisbuurt",2017,7,3,78,17,9,12,29,54,13
"N Noord","Circus/Kermisbuurt",2018,9,4,79,18,10,13,30,55,14
"N Noord","Circus/Kermisbuurt",2019,3,1,75,15,8,11,27,51,12
"N Noord","Circus/Kermisbuurt",2020,0,0,72,12,7,9,25,48,10
"N Noord","Cornelis Douwesterrein",2015,4,3,63,25,20,21,44,46,34
"N Noord","Cornelis Douwesterrein",2016,2,2,62,24,19,20,43,44,33
"N Noord","Cornelis Douwesterrein",2017,0,1,60,23,18,19,42,42,32
"N Noord","Cornelis Douwesterrein",2018,6,4,65,26,20,21,45,47,35
"N Noord","Cornelis Douwesterrein",2019,0,1,61,23,19,19,42,43,32
"N Noord","Cornelis Douwesterrein",2020,0,1,61,23,18,19,42,43,32
"N Noord","De Bongerd",2015,2,3,79,12,8,8,23,47,11
"N Noord","De Bongerd",2016,3,3,79,12,8,8,23,47,11
"N Noord","De Bongerd",2017,1,2,78,11,8,8,22,46,10
"N Noord","De Bongerd",2018,2,2,78,11,8,8,22,46,10
"N Noord","De Bongerd",2019,6,4,81,13,9,9,24,49,12
"N Noord","De Bongerd",2020,5,4,81,13,9,9,24,49,12
"N Noord","De Kleine Wereld",2015,0,10,58,27,12,15,28,55,18
"N Noord","De Kleine Wereld",2016,2,12,60,29,13,16,29,57,19
"N Noord","De Kleine Wereld",2017,0,10,58,27,12,15,27,55,18
"N Noord","De Kleine Wereld",2018,0,10,57,27,12,15,27,54,17
"N Noord","De Kleine Wereld",2019,0,9,57,26,11,14,27,53,17
"N Noord","De Kleine Wereld",2020,5,14,62,31,14,17,31,59,20
"N Noord","Durgerdam",2015,5,2,82,11,5,7,19,47,6
"N Noord","Durgerdam",2016,3,1,81,10,4,6,18,45,5
"N Noord","Durgerdam",2017,5,2,82,11,4,6,19,46,6
"N Noord","Durgerdam",2018,2,1,81,10,4,6,18,45,5
"N Noord","Durgerdam",2019,4,1,81,10,4,6,18,45,5
"N Noord","Durgerdam",2020,0,0,79,8,3,5,16,42,4
"N Noord","Elzenhagen Noord",2015,5,2,82,11,5,7,20,46,9
"N Noord","Elzenhagen Noord",2016,4,2,82,11,5,7,20,45,9
"N Noord","Elzenhagen Noord",2017,6,3,83,12,5,8,21,46,10
"N Noord","Elzenhagen Noord",2018,4,2,82,11,5,7,20,45,9
"N Noord","Elzenhagen Noord",2019,4,2,82,11,5,7,20,45,9
"N Noord","Elzenhagen Noord",2020,7,3,84,12,6,8,21,47,10
"N Noord","Elzenhagen Zuid",2015,8,3,73,19,12,13,34,46,17
"N Noord","Elzenhagen Zuid",2016,6,2,72,18,12,12,33,45,16
"N Noord","Elzenhagen Zuid",2017,10,4,74,20,13,13,35,48,17
"N Noord","Elzenhagen Zuid",2018,0,0,68,15,10,10,30,41,14
"N Noord","Elzenhagen Zuid",2019,9,3,74,19,13,13,34,47,17
"N Noord","Elzenhagen Zuid",2020,9,4,74,20,13,13,35,47,17
"N Noord","Holysloot",2015,4,2,83,12,4,8,20,47,6
"N Noord","Holysloot",2016,1,0,81,10,3,7,19,45,5
"N Noord","Holysloot",2017,0,0,80,9,3,7,18,44,4
"N Noord","Holysloot",2018,0,0,80,10,3,7,19,44,5
"N Noord","Holysloot",2019,0,0,78,8,2,6,17,42,3
"N Noord","Holysloot",2020,0,0,78,7,2,5,17,41,3
"N Noord","IJplein e.o.",2015,8,5,67,22,12,15,29,49,17
"N Noord","IJplein e.o.",2016,7,5,67,22,12,15,29,49,17
"N Noord","IJplein e.o.",2017,11,7,69,24,13,16,31,52,18
"N Noord","IJplein e.o.",2018,7,5,67,22,12,15,29,49,17
"N Noord","IJplein e.o.",2019,8,6,68,23,12,15,30,50,17
"N Noord","IJplein e.o.",2020,6,4,66,21,12,15,28,48,17
"N Noord","Kadoelen",2015,9,4,74,11,5,7,18,45,7
"N Noord","Kadoelen",2016,14,6,77,14,6,9,20,48,9
"N Noord","Kadoelen",2017,14,6,77,14,6,9,20,48,9
"N Noord","Kadoelen",2018,19,8,80,17,7,11,22,52,11
"N Noord","Kadoelen",2019,16,7,78,15,7,10,21,49,10
"N Noord","Kadoelen",2020,14,6,77,14,6,9,20,48,9
"N Noord","Loenermark",2015,8,7,65,25,9,15,26,52,15
"N Noord","Loenermark",2016,8,7,65,25,9,15,26,52,15
"N Noord","Loenermark",2017,4,5,63,23,8,14,24,49,14
"N Noord","Loenermark",2018,5,5,63,23,8,14,24,50,14
"N Noord","Loenermark",2019,6,6,64,24,9,14,25,51,14
"N Noord","Loenermark",2020,7,7,64,25,9,15,26,51,15
"N Noord","Marjoleinterrein",2015,0,0,73,11,8,9,26,42,12
"N Noord","Marjoleinterrein",2016,1,0,76,14,9,11,28,45,14
"N Noord","Marjoleinterrein",2017,5,2,78,16,10,12,30,47,15
"N Noord","Marjoleinterrein",2018,8,4,80,18,11,13,31,50,17
"N Noord","Marjoleinterrein",2019,7,3,80,17,11,13,31,49,16
"N Noord","Marjoleinterrein",2020,0,0,75,13,8,10,27,44,13
"N Noord","Markengouw Midden",2015,2,13,67,20,13,13,27,53,16
"N Noord","Markengouw Midden",2016,4,14,68,21,13,14,28,54,17
"N Noord","Markengouw Midden",2017,9,16,71,23,14,15,30,57,19
"N Noord","Markengouw Midden",2018,8,16,70,23,14,15,30,57,18
"N Noord","Markengouw Midden",2019,5,14,68,21,13,14,28,54,17
"N Noord","Markengouw Midden",2020,5,15,69,22,13,14,29,55,17
"N Noord","Markengouw Zuid",2015,5,6,71,22,13,15,28,57,19
"N Noord","Markengouw Zuid",2016,2,5,69,20,12,14,27,55,18
"N Noord","Markengouw Zuid",2017,4,6,70,21,13,15,28,57,19
"N Noord","Markengouw Zuid",2018,2,5,69,20,12,14,27,55,18
"N Noord","Markengouw Zuid",2019,7,8,72,23,13,16,29,59,20
"N Noord","Markengouw Zuid",2020,3,5,69,20,12,14,27,56,18
"N Noord","Molenwijk",2015,5,3,59,24,10,16,26,51,15
"N Noord","Molenwijk",2016,10,6,62,27,11,18,28,55,17
"N Noord","Molenwijk",2017,9,5,61,26,11,18,27,54,17
"N Noord","Molenwijk",2018,9,5,61,26,11,18,27,54,17
"N Noord","Molenwijk",2019,9,6,61,27,11,18,28,54,17
"N Noord","Molenwijk",2020,17,9,66,31,13,20,31,60,19
"N Noord","NDSM terrein",2015,1,4,84,5,13,8,38,23,19
"N Noord","NDSM terrein",2016,1,4,84,5,13,8,38,23,19
"N Noord","NDSM terrein",2017,0,2,81,3,12,7,36,20,18
"N Noord","NDSM terrein",2018,2,5,85,6,13,8,39,24,19
"N Noord","NDSM terrein",2019,2,5,85,6,13,8,39,24,19
"N Noord","NDSM terrein",2020,0,3,83,4,12,7,37,22,18
"N Noord","Nieuwendammerdijk Oost",2015,0,1,84,6,2,4,17,39,5
"N Noord","Nieuwendammerdijk Oost",2016,2,2,85,7,3,5,18,40,6
"N Noord","Nieuwendammerdijk Oost",2017,2,2,85,7,3,5,18,40,6
"N Noord","Nieuwendammerdijk Oost",2018,6,4,87,9,4,6,20,43,7
"N Noord","Nieuwendammerdijk Oost",2019,0,1,83,6,2,4,17,38,5
"N Noord","Nieuwendammerdijk Oost",2020,2,2,85,7,3,5,18,40,6
"N Noord","Nieuwendammerdijk West",2015,10,4,83,8,3,5,18,40,6
"N Noord","Nieuwendammerdijk West",2016,11,4,84,8,3,5,18,41,6
"N Noord","Nieuwendammerdijk West",2017,7,2,81,6,2,4,16,38,5
"N Noord","Nieuwendammerdijk West",2018,15,6,87,10,4,6,20,44,8
"N Noord","Nieuwendammerdijk West",2019,16,7,87,11,4,7,20,45,8
"N Noord","Nieuwendammerdijk West",2020,8,3,82,6,2,4,17,39,5
"N Noord","Nintemanterrein",2015,4,1,86,9,3,5,18,46,6
"N Noord","Nintemanterrein",2016,1,0,84,7,2,4,17,44,5
"N Noord","Nintemanterrein",2017,0,0,81,4,0,2,15,40,3
"N Noord","Nintemanterrein",2018,2,0,84,7,2,4,17,44,5
"N Noord","Nintemanterrein",2019,0,0,84,7,2,4,17,44,5
"N Noord","Nintemanterrein",2020,0,0,82,6,1,3,16,42,4
"N Noord","Noorder IJplas",2015,1,1,79,12,5,8,22,54,7
"N Noord","Noorder IJplas",2016,0,0,78,11,5,8,21,53,7
"N Noord","Noorder IJplas",2017,2,1,79,12,6,9,22,54,8
"N Noord","Noorder IJplas",2018,0,0,77,10,4,7,20,51,6
"N Noord","Noorder IJplas",2019,4,2,80,13,6,9,23,56,8
"N Noord","Noorder IJplas",2020,0,0,78,11,5,8,21,52,7
"N Noord","Noorderstrook West",2015,4,2,83,12,8,9,29,49,14
"N Noord","Noorderstrook West",2016,0,0,81,10,7,8,27,46,13
"N Noord","Noorderstrook West",2017,0,0,80,10,7,8,27,45,13
"N Noord","Noorderstrook West",2018,3,2,83,12,8,9,28,48,14
"N Noord","Noorderstrook West",2019,1,0,82,11,7,8,27,47,13
"N Noord","Noorderstrook West",2020,2,1,82,11,8,9,28,47,14
"N Noord","Oostzanerdijk",2015,0,0,77,10,4,7,21,46,8
"N Noord","Oostzanerdijk",2016,0,2,79,12,5,8,23,48,9
"N Noord","Oostzanerdijk",2017,0,1,78,11,5,8,22,47,9
"N Noord","Oostzanerdijk",2018,3,4,81,14,6,9,24,50,10
"N Noord","Oostzanerdijk",2019,0,2,79,12,5,8,23,48,9
"N Noord","Oostzanerdijk",2020,4,4,82,14,6,9,25,51,11
"N Noord","Overhoeks",2015,4,1,82,7,4,4,22,37,7
"N Noord","Overhoeks",2016,7,2,84,8,5,5,23,39,8
"N Noord","Overhoeks",2017,5,1,83,7,4,4,22,38,7
"N Noord","Overhoeks",2018,5,1,83,7,4,4,22,38,7
"N Noord","Overhoeks",2019,12,4,87,11,6,7,25,42,10
"N Noord","Overhoeks",2020,6,1,83,7,5,5,22,38,8
"N Noord","Papaverweg e.o.",2015,4,0,85,5,4,4,25,38,8
"N Noord","Papaverweg e.o.",2016,6,1,86,6,5,5,26,40,9
"N Noord","Papaverweg e.o.",2017,10,3,88,8,6,6,28,43,10
"N Noord","Papaverweg e.o.",2018,3,0,84,4,4,4,25,38,8
"N Noord","Papaverweg e.o.",2019,7,2,87,7,5,5,26,41,9
"N Noord","Papaverweg e.o.",2020,4,0,85,5,4,4,25,38,8
"N Noord","Plan van Gool",2015,4,11,67,22,11,14,29,50,17
"N Noord","Plan van Gool",2016,4,11,67,22,11,14,29,50,17
"N Noord","Plan van Gool",2017,0,9,64,19,10,12,27,47,15
"N Noord","Plan van Gool",2018,4,11,67,22,11,14,29,50,17
"N Noord","Plan van Gool",2019,0,9,65,20,10,13,27,47,16
"N Noord","Plan van Gool",2020,5,11,67,22,11,14,29,51,17
"N Noord","Ransdorp",2015,0,1,79,8,2,6,16,43,5
"N Noord","Ransdorp",2016,2,2,81,10,3,7,17,45,6
"N Noord","Ransdorp",2017,1,1,80,9,3,7,16,44,6
"N Noord","Ransdorp",2018,3,3,82,11,3,7,17,46,6
"N Noord","Ransdorp",2019,0,0,79,8,2,6,16,43,5
"N Noord","Ransdorp",2020,6,4,83,12,4,8,19,48,7
"N Noord","Rode Kruisbuurt",2015,0,1,75,13,5,8,20,44,8
"N Noord","Rode Kruisbuurt",2016,0,2,77,14,6,9,21,46,9
"N Noord","Rode Kruisbuurt",2017,2,3,78,15,6,10,22,47,10
"N Noord","Rode Kruisbuurt",2018,0,2,77,14,6,9,21,46,9
"N Noord","Rode Kruisbuurt",2019,0,1,76,13,6,9,20,45,9
"N Noord","Rode Kruisbuurt",2020,2,3,78,15,7,10,22,48,10
"N Noord","Schellingwoude Oost",2015,2,0,81,6,3,5,16,44,5
"N Noord","Schellingwoude Oost",2016,5,0,83,8,4,6,17,46,6
"N Noord","Schellingwoude Oost",2017,6,0,84,8,4,6,17,47,6
"N Noord","Schellingwoude Oost",2018,2,0,81,6,3,5,16,44,5
"N Noord","Schellingwoude Oost",2019,11,3,87,11,6,8,20,50,8
"N Noord","Schellingwoude Oost",2020,5,0,83,8,4,6,17,46,6
"N Noord","Schellingwoude West",2015,5,3,85,7,5,6,19,45,7
"N Noord","Schellingwoude West",2016,3,2,84,6,4,5,18,44,6
"N Noord","Schellingwoude West",2017,1,1,83,5,3,4,17,43,5
"N Noord","Schellingwoude West",2018,0,1,82,5,3,4,17,42,5
"N Noord","Schellingwoude West",2019,0,0,81,3,2,3,15,40,4
"N Noord","Schellingwoude West",2020,0,0,81,3,3,3,16,41,4
"N Noord","Terrasdorp",2015,11,19,66,25,11,17,29,54,17
"N Noord","Terrasdorp",2016,9,18,65,24,11,16,28,53,16
"N Noord","Terrasdorp",2017,9,18,65,24,11,16,28,53,16
"N Noord","Terrasdorp",2018,12,19,67,25,12,17,29,55,17
"N Noord","Terrasdorp",2019,9,18,65,24,11,16,28,53,16
"N Noord","Terrasdorp",2020,7,17,64,23,10,15,27,52,15
"N Noord","Tuindorp Nieuwendam Oost",2015,15,5,69,22,10,15,27,54,14
"N Noord","Tuindorp Nieuwendam Oost",2016,12,4,67,21,9,14,26,52,13
"N Noord","Tuindorp Nieuwendam Oost",2017,11,4,67,21,9,14,26,52,13
"N Noord","Tuindorp Nieuwendam Oost",2018,14,5,68,22,10,15,27,53,14
"N Noord","Tuindorp Nieuwendam Oost",2019,19,7,71,25,11,16,29,57,15
"N Noord","Tuindorp Nieuwendam Oost",2020,15,5,69,23,10,15,27,54,14
"N Noord","Tuindorp Nieuwendam West",2015,13,6,71,26,11,17,30,60,15
"N Noord","Tuindorp Nieuwendam West",2016,5,2,66,22,9,14,26,54,12
"N Noord","Tuindorp Nieuwendam West",2017,10,4,69,25,10,16,28,58,14
"N Noord","Tuindorp Nieuwendam West",2018,6,2,67,23,9,14,26,55,12
"N Noord","Tuindorp Nieuwendam West",2019,6,3,67,23,9,14,27,55,12
"N Noord","Tuindorp Nieuwendam West",2020,8,4,68,24,10,15,27,56,13
"N Noord","Tuindorp Oostzaan Oost",2015,21,13,67,21,9,14,28,54,12
"N Noord","Tuindorp Oostzaan Oost",2016,22,13,67,21,9,14,28,54,12
"N Noord","Tuindorp Oostzaan Oost",2017,22,13,67,21,9,14,28,54,12
"N Noord","Tuindorp Oostzaan Oost",2018,20,12,66,20,8,13,27,53,11
"N Noord","Tuindorp Oostzaan Oost",2019,26,15,69,23,10,15,30,57,13
"N Noord","Tuindorp Oostzaan Oost",2020,18,11,65,19,8,13,26,51,11
"N Noord","Tuindorp Oostzaan West",2015,5,4,61,31,11,18,24,58,14
"N Noord","Tuindorp Oostzaan West",2016,3,3,60,30,10,17,23,57,13
"N Noord","Tuindorp Oostzaan West",2017,1,2,59,29,9,16,22,56,12
"N Noord","Tuindorp Oostzaan West",2018,3,3,60,30,10,17,23,57,13
"N Noord","Tuindorp Oostzaan West",2019,8,5,63,33,11,19,25,61,15
"N Noord","Tuindorp Oostzaan West",2020,4,3,60,30,10,17,23,57,13
"N Noord","Twiske Oost",2015,14,5,81,21,10,14,26,60,14
"N Noord","Twiske Oost",2016,4,0,75,16,7,11,22,53,10
"N Noord","Twiske Oost",2017,8,2,77,18,8,12,24,56,11
"N Noord","Twiske Oost",2018,1,0,73,14,6,10,20,51,9
"N Noord","Twiske Oost",2019,7,1,77,18,8,12,23,55,11
"N Noord","Twiske Oost",2020,2,0,74,15,6,10,21,52,9
"N Noord","Twiske West",2015,9,5,79,14,6,10,22,51,10
"N Noord","Twiske West",2016,7,4,78,13,6,9,21,50,9
"N Noord","Twiske West",2017,3,2,76,11,5,8,19,47,8
"N Noord","Twiske West",2018,10,5,80,14,7,10,22,52,10
"N Noord","Twiske West",2019,9,5,79,14,7,10,22,51,10
"N Noord","Twiske West",2020,13,7,82,16,8,11,24,54,11
"N Noord","Van der Pekbuurt",2015,24,12,67,22,13,15,32,48,18
"N Noord","Van der Pekbuurt",2016,24,12,67,22,13,15,32,48,18
"N Noord","Van der Pekbuurt",2017,26,13,68,23,13,16,33,49,19
"N Noord","Van der Pekbuurt",2018,19,9,64,19,12,13,30,44,16
"N Noord","Van der Pekbuurt",2019,19,10,64,20,12,14,30,45,16
"N Noord","Van der Pekbuurt",2020,25,12,67,22,13,15,32,49,18
"N Noord","Vliegenbos",2015,0,0,83,5,4,4,22,37,8
"N Noord","Vliegenbos",2016,0,0,85,7,5,5,23,39,9
"N Noord","Vliegenbos",2017,4,2,87,9,6,6,25,42,10
"N Noord","Vliegenbos",2018,0,0,85,7,5,5,23,38,9
"N Noord","Vliegenbos",2019,0,0,81,4,3,3,20,35,7
"N Noord","Vliegenbos",2020,0,0,83,5,4,4,21,36,8
"N Noord","Vogelbuurt Noord",2015,1,4,67,19,12,13,30,47,16
"N Noord","Vogelbuurt Noord",2016,3,5,68,20,12,14,31,48,17
"N Noord","Vogelbuurt Noord",2017,0,3,66,18,11,13,29,46,16
"N Noord","Vogelbuurt Noord",2018,2,5,68,20,12,14,31,47,17
"N Noord","Vogelbuurt Noord",2019,0,3,66,18,11,13,29,46,16
"N Noord","Vogelbuurt Noord",2020,4,6,69,21,12,14,32,49,18
"N Noord","Vogelbuurt Zuid",2015,8,14,64,19,11,13,28,44,15
"N Noord","Vogelbuurt Zuid",2016,13,16,67,22,12,15,30,48,17
"N Noord","Vogelbuurt Zuid",2017,14,16,68,23,12,15,30,49,17
"N Noord","Vogelbuurt Zuid",2018,11,15,66,21,11,14,29,47,16
"N Noord","Vogelbuurt Zuid",2019,13,16,67,22,12,15,30,48,17
"N Noord","Vogelbuurt Zuid",2020,12,15,66,21,12,15,29,47,16
"N Noord","Walvisbuurt",2015,0,5,74,11,5,8,22,47,8
"N Noord","Walvisbuurt",2016,3,7,77,14,6,10,24,50,10
"N Noord","Walvisbuurt",2017,6,8,79,16,7,11,25,52,11
"N Noord","Walvisbuurt",2018,11,11,82,18,8,12,27,55,13
"N Noord","Walvisbuurt",2019,3,7,77,14,6,10,24,50,10
"N Noord","Walvisbuurt",2020,2,6,76,13,6,10,24,49,10
"N Noord","Werengouw Midden",2015,17,19,66,22,11,15,28,52,17
"N Noord","Werengouw Midden",2016,18,20,67,23,11,15,29,53,17
"N Noord","Werengouw Midden",2017,21,22,69,25,12,16,31,55,18
"N Noord","Werengouw Midden",2018,25,23,71,27,13,17,32,58,19
"N Noord","Werengouw Midden",2019,22,22,69,25,12,16,31,56,18
"N Noord","Werengouw Midden",2020,19,20,68,24,11,15,29,54,17
"N Noord","Werengouw Zuid",2015,11,4,69,22,11,14,24,55,16
"N Noord","Werengouw Zuid",2016,10,4,68,21,11,14,24,54,16
"N Noord","Werengouw Zuid",2017,15,6,71,23,12,15,26,57,18
"N Noord","Werengouw Zuid",2018,8,3,67,20,11,13,23,53,15
"N Noord","Werengouw Zuid",2019,10,4,68,21,11,14,24,54,16
"N Noord","Werengouw Zuid",2020,14,6,70,23,12,15,26,56,17
"N Noord","Zunderdorp",2015,2,2,79,12,5,8,21,47,7
"N Noord","Zunderdorp",2016,2,2,79,12,5,8,21,47,7
"N Noord","Zunderdorp",2017,8,5,83,15,7,10,24,51,9
"N Noord","Zunderdorp",2018,3,3,80,13,5,8,22,48,7
"N Noord","Zunderdorp",2019,0,1,77,11,4,7,20,45,6
"N Noord","Zunderdorp",2020,0,1,77,10,4,7,20,45,6
"N Noord","Zwarte Gouw",2015,0,0,72,7,3,17,17,32,14
"N Noord","Zwarte Gouw",2016,0,0,73,8,3,17,18,33,14
"N Noord","Zwarte Gouw",2017,1,0,73,8,3,17,18,33,14
"N Noord","Zwarte Gouw",2018,1,0,74,9,3,17,18,34,14
"N Noord","Zwarte Gouw",2019,0,0,72,7,3,17,17,32,13
"N Noord","Zwarte Gouw",2020,8,4,78,12,5,19,21,38,17
"T Zuidoost","AMC",2015,4,0,55,26,20,20,38,43,27
"T Zuidoost","AMC",2016,10,3,58,29,22,22,40,47,29
"T Zuidoost","AMC",2017,7,2,56,28,21,21,39,45,28
"T Zuidoost","AMC",2018,11,4,59,30,22,22,41,48,29
"T Zuidoost","AMC",2019,4,0,54,26,20,20,37,43,27
"T Zuidoost","AMC",2020,13,4,60,31,23,23,41,49,30
"T Zuidoost","Amstel III deel A/B Noord",2015,12,3,85,10,10,10,35,37,27
"T Zuidoost","Amstel III deel A/B Noord",2016,10,2,84,9,9,9,34,36,26
"T Zuidoost","Amstel III deel A/B Noord",2017,8,1,83,8,8,8,33,34,25
"T Zuidoost","Amstel III deel A/B Noord",2018,12,3,85,10,9,9,35,37,27
"T Zuidoost","Amstel III deel A/B Noord",2019,15,4,87,11,10,10,36,39,28
"T Zuidoost","Amstel III deel A/B Noord",2020,5,0,81,6,7,7,32,32,24
"T Zuidoost","Amstel III deel A/B Zuid",2015,5,4,85,6,13,7,33,21,18
"T Zuidoost","Amstel III deel A/B Zuid",2016,4,3,84,5,13,7,32,20,18
"T Zuidoost","Amstel III deel A/B Zuid",2017,6,4,85,6,14,8,33,21,19
"T Zuidoost","Amstel III deel A/B Zuid",2018,2,2,83,4,12,6,31,19,17
"T Zuidoost","Amstel III deel A/B Zuid",2019,0,1,81,2,12,5,30,16,16
"T Zuidoost","Amstel III deel A/B Zuid",2020,0,1,81,2,12,5,30,17,16
"T Zuidoost","Amstel III deel C/D Noord",2015,6,3,87,10,9,10,42,35,23
"T Zuidoost","Amstel III deel C/D Noord",2016,1,1,84,7,8,8,40,32,21
"T Zuidoost","Amstel III deel C/D Noord",2017,0,0,81,4,7,6,38,29,19
"T Zuidoost","Amstel III deel C/D Noord",2018,0,0,80,3,6,6,37,27,19
"T Zuidoost","Amstel III deel C/D Noord",2019,4,2,86,9,9,9,41,34,22
"T Zuidoost","Amstel III deel C/D Noord",2020,1,1,84,7,8,8,40,32,21
"T Zuidoost","Amsterdamse Poort",2015,0,20,59,23,13,15,32,43,22
"T Zuidoost","Amsterdamse Poort",2016,4,23,62,26,15,17,35,47,24
"T Zuidoost","Amsterdamse Poort",2017,6,24,63,27,15,17,36,48,25
"T Zuidoost","Amsterdamse Poort",2018,3,22,61,25,15,17,34,46,24
"T Zuidoost","Amsterdamse Poort",2019,8,25,64,28,16,18,37,49,25
"T Zuidoost","Amsterdamse Poort",2020,3,23,61,26,15,17,35,46,24
"T Zuidoost","Bijlmermuseum Noord",2015,16,15,54,33,16,20,29,57,22
"T Zuidoost","Bijlmermuseum Noord",2016,17,15,55,33,16,20,29,58,22
"T Zuidoost","Bijlmermuseum Noord",2017,13,13,53,31,15,19,27,56,21
"T Zuidoost","Bijlmermuseum Noord",2018,19,16,56,34,17,21,30,59,23
"T Zuidoost","Bijlmermuseum Noord",2019,21,17,57,35,17,21,31,61,23
"T Zuidoost","Bijlmermuseum Noord",2020,18,16,56,34,16,20,30,59,22
"T Zuidoost","Bijlmermuseum Zuid",2015,9,25,70,25,15,17,33,53,22
"T Zuidoost","Bijlmermuseum Zuid",2016,4,22,67,22,14,15,31,49,20
"T Zuidoost","Bijlmermuseum Zuid",2017,1,21,65,20,13,14,30,47,19
"T Zuidoost","Bijlmermuseum Zuid",2018,2,21,66,21,14,14,30,48,19
"T Zuidoost","Bijlmermuseum Zuid",2019,5,22,67,22,14,15,31,49,20
"T Zuidoost","Bijlmermuseum Zuid",2020,6,23,68,23,15,16,32,50,21
"T Zuidoost","D-buurt",2015,4,9,78,9,15,11,39,28,21
"T Zuidoost","D-buurt",2016,4,9,78,9,15,11,39,28,21
"T Zuidoost","D-buurt",2017,5,10,79,10,15,11,39,29,21
"T Zuidoost","D-buurt",2018,5,9,79,10,15,11,39,29,21
"T Zuidoost","D-buurt",2019,1,8,76,8,14,10,38,26,20
"T Zuidoost","D-buurt",2020,0,6,75,6,14,9,37,24,19
"T Zuidoost","Dorp Driemond",2015,7,5,81,14,6,10,22,52,9
"T Zuidoost","Dorp Driemond",2016,3,3,78,12,5,9,20,49,7
"T Zuidoost","Dorp Driemond",2017,1,2,77,11,5,8,19,48,6
"T Zuidoost","Dorp Driemond",2018,1,2,77,11,4,8,19,47,6
"T Zuidoost","Dorp Driemond",2019,6,4,80,14,6,10,21,51,8
"T Zuidoost","Dorp Driemond",2020,7,5,80,14,6,10,22,51,8
"T Zuidoost","E-buurt",2015,8,13,79,14,10,10,31,45,15
"T Zuidoost","E-buurt",2016,6,12,78,13,10,9,30,44,14
"T Zuidoost","E-buurt",2017,3,11,76,12,9,8,29,42,13
"T Zuidoost","E-buurt",2018,7,12,78,13,10,9,30,44,14
"T Zuidoost","E-buurt",2019,7,12,78,13,10,9,30,44,14
"T Zuidoost","E-buurt",2020,5,11,77,12,10,9,29,43,14
"T Zuidoost","F-buurt",2015,26,28,72,18,11,12,29,49,15
"T Zuidoost","F-buurt",2016,26,28,72,18,11,12,29,49,15
"T Zuidoost","F-buurt",2017,24,27,71,17,10,11,28,48,14
"T Zuidoost","F-buurt",2018,27,29,73,19,11,12,30,50,16
"T Zuidoost","F-buurt",2019,24,27,71,17,10,11,28,47,14
"T Zuidoost","F-buurt",2020,25,28,72,18,11,12,29,49,15
"T Zuidoost","G-buurt Noord",2015,3,15,57,33,19,23,36,59,27
"T Zuidoost","G-buurt Noord",2016,0,14,55,32,18,22,35,57,26
"T Zuidoost","G-buurt Noord",2017,4,16,58,34,19,23,37,60,28
"T Zuidoost","G-buurt Noord",2018,0,14,55,32,18,22,35,57,26
"T Zuidoost","G-buurt Noord",2019,1,14,55,32,18,22,35,57,26
"T Zuidoost","G-buurt Noord",2020,8,18,60,36,20,25,39,62,29
"T Zuidoost","G-buurt Oost",2015,8,6,70,13,5,9,20,47,11
"T Zuidoost","G-buurt Oost",2016,14,9,73,16,7,11,22,51,13
